author,year,date_mm_dd,content,word_count
wesley,1772,05-29,"I went on to Brechin, and preached in the town hall to a congregation of all sorts — Seceders, Glassites, Nonjurors, and what not. Oh what excuse have ministers in Scotland for not declaring the whole counsel of God, where the bulk of the people not only endure, but love, plain dealing ? 2 Friday and Saturday I rested at Aberdeen, hi AY 3, Sun. — I went in the morning to the English Church. Here likewise I could not but admire the exemplary decency of the congregation. This was the more remarkable because so miserable a reader I never heard before. Listening with all attention, I understood but one single word, ‘ Balak,’ in the First ‘Lesson, and one more, ‘begat,’ was all I could possibly distinguish in the Second. Is there no man of spirit belonging to this congregation ? Why is such a burlesque upon public worship suffered ? Would it not be far better to pay this gentleman for the guardianship of a bachelor uncle, a saintly and devoted minister of the same Church. His health failing, she was adopted by another uncle, a merchant in Perth, who was thrice elected Provost. A servant in the house heard the Methodist preachers, and was converted. She persuaded her young mistress to hear them, with the result that she also joined the society. Fletcher’s Checks and Wesley’s Sermons convinced her that the Arminian doctrine was the more excellent way. Her uncle was also impressed by them, and not only became Wesley’s host, but prevailed upon the city council to present him with the freedom of the city. Miss Meston married Charles Kennedy, a devoted London Methodist, and for many years was one of the honourable women of London Methodism.",291
wesley,1772,05-29,"She died in 1804, and was buried in Wesley’s City Road graveyard ( Meth . Mag. 1806, pp. 133, 176). 2 On May 1 he wrote from Aberdeen to Miss Mary Stokes ( Works, vol.xii. p.519). [May 1772. 458 John Wesley's Journal doing nothing than for doing mischief, for bringing a scandal upon religion ? About three I preached at the College kirk in the Old Town, to a large congregation, rich and poor ; at six in our own house, on the Narrow Way. I spoke exceeding plain, both this evening and the next; yet none were offended. What encouragement has every preacher in this country, ‘ by manifestation of the truth,’ to ‘ commend ’ himself ‘ to every man’s conscience in the sight of God ’ !",130
wesley,1772,06-05,"I read over in my journey Dr. Beattie’s1 ingenious Inquiry after Truth. He is a writer quite equal to his subject, and far above the match of all the ‘ minute philosophers,’ 2 David Hume in particular — the most insolent despiser of truth and virtue that ever appeared in the world. And yet it seems some complain of this Doctor’s using him with too great severity ! I cannot understand how that can be, unless he treated him with rudeness (which he does not), since he is an avowed enemy to God and man, and to all that is sacred and valuable upon earth. In the evening I preached in the new house at Arbroath (properly Aberbrothock).3 In this town there is a change indeed ! It was wicked to a proverb ; remarkable for Sabbathbreaking, cursing, swearing, drunkenness, and a general contempt of religion. But it is not so now. Open wickedness disappears ; no oaths are heard, no drunkenness seen in the streets. And many have not only ceased from evil, and learned to do well, but are witnesses of the inward kingdom of God, ‘ righteousness, peace, and joy in the Holy Ghost.’",197
wesley,1772,06-06,"The magistrates here also did me the honour of presenting me with the freedom of their corporation. I 1 Dr. James Beattie’s Essay on the Nature and Immutability of Truth in Opposition to Sophistry and Superstition. London, 1770. ( IV.H.S . vol. iv. p.204.) 2 A phrase borrowed from Berkeley, Alcipliron , or the Minute Philosopher, i732> 3rd ed. 1752. Dial. I. ii. : ‘They are amongst the great thinkers, as the Dutch painters amongst the men of the grand style.’ 3 Mr. Ernest F. Cobb, the Town Chamberlain of Arbroath, informs us that there have been thirty-two different names and spellings. The seal of the Burgh bears the legend Sigillum Aberbrothici — the seal of Aberbrothock. See above, p. 365, where Wesley writes, ‘ Properly Aberbrothwick,’ as to w'hich Mr. Cobb proceeds, ‘ Aberbrothwick is also correct, and in official matters pertaining to our Harbour the name is still in use.’ May 1772.] In Scotland value it as a token of their respect, though I shall hardly make any further use of it.",174
wesley,1772,06-07,"I took Thomas Cherry1 away with me; but it was too late ; he will hardly recover. Let all observe (that no more preachers may murder themselves), here is another martyr to screaming ! We had a huge congregation in the evening at Dundee, it being the fast-day before the sacrament. Never in my life did I speak more plain or close : let God apply it as pleaseth Him.",70
wesley,1772,06-10,"I attended the Church of England service in the morning, and that of the Kirk in the afternoon. Truly ‘ no man having drunk old wine, straightway desireth new.’ How dull and dry did the latter appear to me, who had been accustomed to the former! In the evening I endeavoured to reach the hearts of a large congregation, by applying part of the Sermon on the Mount ; and I am persuaded God applied it with power to many consciences.",81
wesley,1772,05-11,"1 spoke severally to the members of the society as closely as I could. Out of ninety (now united) I scarce found ten of the original society : so indefatigable have the good ministers been to root out the seed God had sown in their hearts.2 1 He came from Swaledale, served as a preacher for six years, and died after winning extraordinary success, a martyr to the vehemence of his zeal. But whilst Wesley’s final word concerning him may have been, and probably was, quite true, his earlier word (see above, p. 365) was also true. In six years Cherry had transformed one of the worst towns in Scotland, and built a chapel that stands to this day. His family is still represented around Reeth and Gunnerside. It has had interesting links with Methodism continuously, whilst boys the world around have learned to honour the courage, patient endurance, and sympathetic insight of those students of nature in her wildest haunts, Richard and Cherry Kearton, the grandsons of Cherry Kearton, one of the finest examples of Methodist local preachers, and whose story recalls that of his kinsman, Thomas Cherry. See Meth. in Swaledale , p. 34 ; Meth. in Barnard Castle , p. 129 ; and Meth. Bee. Winter No., 1900, pp. 61-7. 2 He refers probably to the ministers who conducted the services in Lady Glenorchy’s first chapel, from which Wesley was now excluded. John Wesleys Journal [May 1772.",240
wesley,1772,05-12,"I preached at Ormiston, ten miles south of Edinburgh, to a large and deeply serious congregation. I dined at the minister’s, a sensible man, who heartily bid us God-speed. But he soon changed his mind : Lord H[opetoun] 1 informed him that he had received a letter2 from Lady Huntingdon, assuring him that we were ‘dreadful heretics, to whom no countenance should be given.’ It is pity! Should not the children of God leave the devil to do his own work ? 3 Wed. 13.4 — I preached at Leith, in the most horrid, dreary room I have seen in the kingdom. But the next day I found another kind of room — airy, cheerful, and lightsome ; which Mr. Parker undertook to fit up for the purpose, without any delay.",131
wesley,1772,05-17,"I had appointed to preach at noon in the Lady’s Walk at Leith ; but being offered the use of the Episcopal chapel, I willingly accepted it, and both read prayers and preached. Here also the behaviour of the congregation did honour to our Church.",45
wesley,1772,05-18,"Dr. Hamilton5 brought with him Dr. Monro and Dr. Gregory. They satisfied me what my disorder was6 and 1 The Earl of Hopetoun, whose seat is Ormiston Hall (see below May 30, 1786). Lady Hopetoun was one of Lady Huntingdon’s select band. For an allusion to the then Countess of Northesk and Hopetoun, who was a valuable member of a ‘ select band ’ for prayer and reading the Scriptures, see Life of the Countess of Huntingdon, vol. i. p. 101. 2 Walter Shirley’s circular letter, which was written on behalf of Lady Huntingdon. See also below, May 20. 3 Lady Huntingdon’s sudden alienation after a friendship of more than thirty years was largely due to the new friendships she had formed with the Hill family, who were aristocrats like herself, and with ultra-predestinarians of the Toplady type. These new advisers persuaded her that the Conference Minutes of 1770 contained dangerous errors. She it was who inspired the first round of opposition. Her cousin Shirley was her mouthpiece. His circular letter was really hers, though the wording, the circulation, and the presentation to the Conference were his. Trevecca College was at her mercy. Students or tutors who did not disown the Minutes must leave. Hence Benson, whom Wesley had given her as head master, was dismissed. She supposed that her will might be law. Wesley thought otherwise. Hence the rupture. 4 He wrote from Leith to ‘A Young Disciple’ {Works, vol. xii. p. 445). 5 Dr. James Hamilton joined the Methodist society at Dunbar. After Wesley’s death he settled in London, residing in Finsbury Square, where he died in 1827. See W.M. Mag. 1827, p. 359 5 1829, p. 433. Several references to him will be found in the Life of Jabez Bunting, vol. i. James Hamilton Town- end.",299
